Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Number,Col,Don,Dr,Lady,Major,Master,Miss,Mlle,Mme,Mr,Mrs,Ms,Rev,Sir,the Countess,Q,S
False,3,0,29.53641141141141,0,0,7.75,382649,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
False,2,1,36.0,0,0,10.5,17248,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,16.0,4,1,39.6875,3101295,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,3,1,25.0,1,0,7.775,347083,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,1,1,29.53641141141141,0,0,31.0,113798,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,2,0,41.0,0,1,19.5,250644,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
False,1,1,37.0,0,1,29.7,17596,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
True,3,0,29.53641141141141,0,0,7.75,370375,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
True,1,0,63.0,1,0,77.9583,13502,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,3,0,45.0,0,0,7.75,347073,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,3,1,7.0,4,1,29.125,382652,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
True,3,0,35.0,1,1,20.25,2673,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
False,3,1,65.0,0,0,7.75,336439,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
False,3,1,28.0,0,0,7.8542,347464,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,16.0,0,0,9.5,345778,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,3,1,19.0,0,0,8.05,10482,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,1,1,29.53641141141141,0,0,26.0,113056,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,33.0,0,0,8.6625,349239,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
True,3,1,30.0,0,0,9.5,345774,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,22.0,0,0,7.8958,349206,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,2,1,42.0,0,0,13.0,237798,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,3,0,22.0,0,0,7.75,370373,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
True,1,0,26.0,0,0,78.85,19877,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
True,1,0,19.0,1,0,91.0792,11967,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
False,2,1,36.0,0,0,12.875,2163,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
False,3,0,24.0,0,0,8.85,349236,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,3,1,24.0,0,0,7.8958,349233,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,1,1,29.53641141141141,0,0,27.7208,17612,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
False,3,1,23.5,0,0,7.2292,2693,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
True,1,1,29.53641141141141,0,0,30.5,19988,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,3,0,29.53641141141141,0,0,7.75,9234,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
True,3,1,29.53641141141141,2,0,23.25,367226,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
True,2,0,29.53641141141141,0,0,12.35,226593,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
False,3,1,29.53641141141141,0,0,8.05,2466,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,2,1,30.0,1,0,24.0,3381,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
True,1,0,30.0,0,0,56.9292,17485,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
True,1,0,24.0,0,0,83.1583,11767,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
False,2,0,26.0,1,1,26.0,250651,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
False,3,1,28.0,0,0,7.8958,349243,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,2,1,43.0,1,1,26.25,13529,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,3,0,26.0,0,0,7.8542,347470,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
True,2,0,24.0,1,0,26.0,244367,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
False,2,1,54.0,0,0,14.0,29011,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
False,3,1,22.0,0,0,7.25,21172,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,27.0,0,0,7.8958,349219,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,2,0,30.0,0,0,12.35,234818,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
True,2,0,22.0,1,1,29.0,248738,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
False,3,1,61.0,0,0,6.2375,345364,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,2,0,36.0,0,0,13.0,28551,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
True,3,0,31.0,1,1,20.525,363291,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
True,1,0,16.0,0,1,57.9792,111361,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
True,3,0,29.53641141141141,2,0,23.25,367226,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
False,1,1,45.5,0,0,28.5,113043,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,16.0,2,0,18.0,345764,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,29.53641141141141,0,0,7.8958,349225,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,1,1,29.0,1,0,66.6,113776,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,3,1,45.0,0,0,8.05,7598,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,1,1,45.0,0,0,35.5,113784,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,2,1,2.0,1,1,26.0,230080,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
False,2,1,28.0,0,0,13.0,248740,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,2,1,25.0,0,0,13.0,244361,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,2,1,36.0,0,0,13.0,229236,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,2,0,24.0,0,0,13.0,248733,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
True,2,0,40.0,0,0,13.0,31418,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
True,3,0,29.53641141141141,1,0,16.1,386525,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
True,3,1,3.0,1,1,15.9,37671,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
False,3,1,42.0,0,0,8.6625,315088,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,23.0,0,0,9.225,7267,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,1,1,29.53641141141141,0,0,35.0,113510,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,15.0,1,1,7.2292,2695,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
False,3,1,25.0,1,0,17.8,349237,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,29.53641141141141,0,0,7.225,2647,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
False,3,1,28.0,0,0,9.5,345783,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,1,0,22.0,0,1,55.0,113505,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,2,0,38.0,0,0,13.0,237671,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
True,3,0,29.53641141141141,0,0,7.8792,330931,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
True,3,0,29.53641141141141,0,0,7.8792,330980,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
False,2,1,29.0,1,0,27.7208,2167,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
False,3,0,45.0,0,1,14.4542,2691,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
False,3,1,35.0,0,0,7.05,3101310,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,29.53641141141141,1,0,15.5,370365,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
False,3,1,30.0,0,0,7.25,7076,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,1,0,60.0,1,0,75.25,110813,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
True,3,0,29.53641141141141,0,0,7.2292,2626,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
True,3,0,29.53641141141141,0,0,7.75,14313,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
True,1,0,24.0,0,0,69.3,17477,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
True,1,1,25.0,1,0,55.4417,11765,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
False,3,1,18.0,1,0,6.4958,3101267,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,19.0,0,0,8.05,323951,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,0,3.0,3,1,21.075,349909,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
True,1,0,29.53641141141141,1,0,82.1708,17604,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
True,3,0,22.0,0,0,7.25,7077,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,3,1,20.0,0,0,4.0125,2648,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
False,3,1,19.0,0,0,7.775,347069,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,3,0,1.0,0,2,15.7417,2653,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
False,3,1,32.0,0,0,7.925,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,1,0,35.0,1,0,52.0,113789,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
False,3,1,29.53641141141141,0,0,7.8958,349227,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,2,1,18.0,0,0,73.5,14879,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,2,0,36.0,0,0,13.0,27849,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,3,1,29.53641141141141,0,0,7.7292,367655,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
True,2,0,17.0,0,0,12.0,1748,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
True,3,1,21.0,0,0,7.7958,350034,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,28.0,2,0,7.925,3101277,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,3,0,24.0,0,2,16.7,9549,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
False,3,1,22.0,0,0,7.7958,350052,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,0,31.0,0,0,7.8542,350407,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,2,1,46.0,0,0,26.0,28403,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,2,1,23.0,0,0,10.5,244278,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
True,2,0,28.0,0,0,12.65,240929,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
True,3,1,39.0,0,0,7.925,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,26.0,0,0,8.05,341826,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,0,21.0,1,0,9.825,4137,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,3,1,28.0,1,0,15.85,3101279,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,0,20.0,0,0,8.6625,315096,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,2,1,34.0,1,0,21.0,28664,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,51.0,0,0,7.75,347064,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,2,1,3.0,1,1,18.75,29106,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
False,3,1,21.0,0,0,7.775,312992,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,0,29.53641141141141,3,1,25.4667,4133,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,3,1,29.53641141141141,0,0,7.8958,349222,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,29.53641141141141,0,0,6.8583,394140,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
True,1,0,33.0,1,0,90.0,19928,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
True,3,1,44.0,0,0,7.925,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,0,29.53641141141141,0,0,8.05,343095,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
True,2,0,34.0,1,1,32.5,28220,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
True,2,0,18.0,0,2,13.0,250652,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,2,1,30.0,0,0,13.0,28228,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,0,10.0,0,2,24.15,345773,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,3,1,29.53641141141141,0,0,7.8958,349254,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
False,3,1,21.0,0,0,7.7333,13032,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
False,3,1,29.0,0,0,7.875,315082,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,0,28.0,1,1,14.4,347080,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
False,3,1,18.0,1,1,20.2125,370129,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,29.53641141141141,0,0,7.25,34244,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,2,0,28.0,1,0,26.0,2003,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
True,2,0,19.0,0,0,26.0,250655,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,3,1,29.53641141141141,0,0,7.75,364851,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
True,3,1,32.0,0,0,8.05,392078,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,1,1,28.0,0,0,26.55,110564,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,3,0,29.53641141141141,1,0,16.1,376564,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
True,2,0,42.0,1,0,26.0,3085,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
False,3,1,17.0,0,0,7.125,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,1,1,50.0,1,0,55.9,13507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,0,21.0,2,2,34.375,6608,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
True,2,0,24.0,2,3,18.75,29106,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
False,2,1,31.0,0,0,10.5,18723,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,2,0,45.0,1,1,26.25,13529,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
False,3,1,20.0,0,0,9.5,345769,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,25.0,1,0,7.775,347076,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,2,0,28.0,0,0,13.0,230434,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
True,3,1,29.53641141141141,0,0,8.1125,65306,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,1,1,4.0,0,2,81.8583,33638,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
True,2,0,13.0,0,1,19.5,250644,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
True,1,1,34.0,0,0,26.55,113794,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,3,0,5.0,2,1,19.2583,2666,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
True,1,1,52.0,0,0,30.5,113786,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
False,2,1,36.0,1,2,27.75,34651,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,29.53641141141141,1,0,19.9667,65303,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,1,1,30.0,0,0,27.75,113051,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
True,1,1,49.0,1,0,89.1042,17453,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
False,3,1,29.53641141141141,0,0,8.05,2817,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,3,1,29.0,0,0,7.8958,349240,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
False,1,1,65.0,0,0,26.55,13509,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,1,0,29.53641141141141,1,0,51.8625,17464,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
True,2,0,50.0,0,0,10.5,13531,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,3,1,29.53641141141141,0,0,7.75,371060,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
True,1,1,48.0,0,0,26.55,19952,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,34.0,0,0,8.05,364506,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,1,1,47.0,0,0,38.5,111320,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,2,1,48.0,0,0,13.0,234360,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,29.53641141141141,0,0,8.05,2816,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,38.0,0,0,7.05,3101306,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,1,1,56.0,0,0,26.55,113792,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,29.53641141141141,0,0,7.725,36209,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
True,3,0,0.75,2,1,19.2583,2666,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
False,3,1,29.53641141141141,0,0,7.25,323592,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,38.0,0,0,8.6625,315089,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,2,0,33.0,1,2,27.75,34651,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
True,2,0,23.0,0,0,13.7917,17477,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
False,3,0,22.0,0,0,9.8375,7553,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,1,1,29.53641141141141,0,0,52.0,110465,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,2,1,34.0,1,0,21.0,31027,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,29.0,1,0,7.0458,3460,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,22.0,0,0,7.5208,350060,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,3,0,2.0,0,1,12.2875,3101298,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,3,1,50.0,0,0,8.05,3594,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,3,0,63.0,0,0,9.5875,4134,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
True,1,1,25.0,1,0,91.0792,11967,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
False,3,0,29.53641141141141,3,1,25.4667,4133,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
True,1,0,35.0,1,0,90.0,19943,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
False,1,1,58.0,0,0,29.7,11771,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
False,3,1,30.0,0,0,8.05,18509,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,3,1,9.0,1,1,15.9,37671,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
False,3,1,29.53641141141141,1,0,19.9667,65304,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,21.0,0,0,7.25,3101317,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,1,1,55.0,0,0,30.5,113787,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,1,1,71.0,0,0,49.5042,17609,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
False,3,1,21.0,0,0,8.05,45380,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,29.53641141141141,0,0,14.4583,2627,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
True,1,0,54.0,1,0,78.2667,36947,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
False,3,1,29.53641141141141,0,0,15.1,6212,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,24.0,0,0,7.7958,350035,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,17.0,0,0,8.6625,315086,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,0,21.0,0,0,7.75,364846,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
False,3,0,29.53641141141141,0,0,7.6292,330909,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
False,3,0,37.0,0,0,9.5875,4135,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
True,1,0,16.0,0,0,86.5,110152,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
True,2,0,33.0,0,2,26.0,26360,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
True,1,1,29.53641141141141,0,0,26.55,111427,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,28.0,0,0,22.525,4001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,3,1,26.0,0,0,56.4958,1601,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,3,1,29.0,0,0,7.75,382651,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
False,3,1,29.53641141141141,0,0,8.05,3101316,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,1,1,36.0,0,0,26.2875,17473,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,1,0,54.0,1,0,59.4,17603,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
False,3,1,24.0,0,0,7.4958,349209,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,1,1,47.0,0,0,34.0208,36967,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,2,0,34.0,0,0,10.5,34260,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
False,3,1,29.53641141141141,0,0,24.15,371110,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
True,2,0,36.0,1,0,26.0,226875,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
False,3,1,32.0,0,0,7.8958,349242,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,1,0,30.0,0,0,93.5,12749,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,3,1,22.0,0,0,7.8958,349252,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,3,1,29.53641141141141,0,0,7.225,2624,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
True,1,0,44.0,0,1,57.9792,111361,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
False,3,1,29.53641141141141,0,0,7.2292,2700,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
False,3,1,40.5,0,0,7.75,367232,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
True,2,0,50.0,0,0,10.5,14258,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,3,1,39.0,0,0,7.925,3101296,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,2,1,23.0,2,1,11.5,29104,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,2,0,2.0,1,1,26.0,26360,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,3,1,29.53641141141141,0,0,7.2292,2641,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
False,3,1,17.0,1,1,7.2292,2690,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
True,3,0,29.53641141141141,0,2,22.3583,2668,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
False,3,0,30.0,0,0,8.6625,315084,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
True,2,0,7.0,0,2,26.25,13529,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,1,1,45.0,0,0,26.55,113050,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
False,3,1,29.53641141141141,0,0,14.5,364498,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,1,0,22.0,0,2,49.5,13568,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
True,1,0,36.0,0,2,71.0,5735,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,3,0,9.0,4,2,31.275,347082,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
False,3,0,11.0,4,2,31.275,347082,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
True,2,1,32.0,1,0,26.0,2908,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,1,1,64.0,0,0,26.0,693,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,2,0,19.0,1,0,26.0,2908,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
True,2,1,29.53641141141141,0,0,13.8625,2146,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
